Name	Epoch	Episode	TotalEnvInteracts	TotalUpdateSteps	Random	NDomSet	RL	MAP_TRAIN	MAP_TEST	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	V	LossPi	LossV	KL	Entropy	ClipFrac	DeltaLossPi	DeltaLossV	Time	time_act	time_step	time_add	time_candi	time_update	time_sum	time_act_ratio	time_step_ratio	time_add_ratio	time_candi_ratio	time_update_ratio	time_sum_ratio
mnist-LSH-ent-0-512-64	0	64	64	1	0.0	0.0	0.0	0.2525295615196228	0.22782756388187408	0.2525295615196228	0.008803463022985585	0.27173045	0.23094858	0.18653985857963562	-5.587935447692871e-09	0.08098417520523071	0.015111709013581276	6.144585609436035	0.54931640625	-0.12901848554611206	-0.07972981780767441	6.132033586502075	0.591200590133667	4.353886842727661	0.007710695266723633	9.226799011230469e-05	1.164846420288086	6.130755047662354	0.09643193791588374	0.7101713914320864	0.001257707281856532	1.5050020657322839e-05	0.19000048301264946	0.9978765696631334
mnist-LSH-ent-0-512-64	1	128	128	2	0.0	0.0	0.0	0.24902556836605072	0.2437400072813034	0.24902556836605072	0.009018515554238897	0.270056	0.22354011	0.18404753506183624	1.1175870895385742e-08	0.035914819687604904	0.0161832794547081	6.129873275756836	0.153564453125	-0.08026355504989624	-0.03523005545139313	11.296672821044922	0.8222668170928955	3.6723549365997314	0.007478237152099609	7.796287536621094e-05	0.6219708919525146	5.136087517602539	0.1600959513004403	0.7150101948250952	0.0014560182486123903	1.5179428913353685e-05	0.12109818803143035	0.9976755318344916
mnist-LSH-ent-0-512-64	2	192	192	3	0.0	0.0	0.0	0.24039115011692047	0.22697076201438904	0.24039115011692047	0.011088872873429958	0.2669956	0.21842247	0.17756697535514832	4.190951585769653e-09	0.019892575219273567	0.015040232799947262	6.119815826416016	0.697509765625	-0.1419280618429184	-0.019388768821954727	18.16137170791626	0.8262786865234375	4.048816680908203	0.007471799850463867	7.653236389160156e-05	1.9438204765319824	6.840996842248535	0.12078337493455878	0.5918460093277015	0.0010922092237083969	1.1187311682261572e-05	0.2841428700167441	0.997875650814395
mnist-LSH-ent-0-512-64	3	256	256	4	0.0	0.0	0.0	0.24668055772781372	0.23317751288414001	0.24668055772781372	0.010108748380026478	0.2670776	0.22436216	0.18203608691692352	-5.587935447692871e-09	0.015786904841661453	0.016507379710674286	6.1026201248168945	0.32373046875	-0.09801340103149414	-0.015386276878416538	23.71372628211975	0.5095610618591309	4.504646301269531	0.007400035858154297	7.176399230957031e-05	0.4946153163909912	5.527061323983765	0.09219384985796615	0.8150165227446213	0.0013388734852720142	1.2984113637053814e-05	0.08948974643083661	0.9980519766323332
mnist-LSH-ent-0-512-64	4	320	320	5	0.0	0.0	0.0	0.2450105994939804	0.25097641348838806	0.2450105994939804	0.008397295525585624	0.26210847	0.22024257	0.1812816709280014	-1.862645149230957e-09	0.011103510856628418	0.015588984824717045	6.082361698150635	0.410888671875	-0.10884471237659454	-0.010765831917524338	29.42238140106201	0.8248140811920166	4.165202379226685	0.007187843322753906	7.128715515136719e-05	0.6758501529693604	5.685643057687378	0.14506962059055248	0.73258246023641	0.0012642093866647942	1.2538098932359476e-05	0.11886960650045815	0.9977984348130178
mnist-LSH-ent-0-512-64	5	384	384	6	0.0	0.0	0.0	0.24310000240802765	0.2279643416404724	0.24310000240802765	0.011183402311025305	0.26964438	0.2192567	0.1797443926334381	1.862645149230957e-09	0.009063211269676685	0.01579701155424118	6.059266567230225	0.32666015625	-0.09719701111316681	-0.008766273967921734	34.88323616981506	0.5236010551452637	4.3499720096588135	0.00735020637512207	7.367134094238281e-05	0.5419559478759766	5.437549452645874	0.09629357115832445	0.7999875766724561	0.0013517497981642282	1.3548629135967645e-05	0.09966915291451088	0.9973155991725917
mnist-LSH-ent-0-512-64	6	448	448	7	0.0	0.0	0.0	0.24497970938682556	0.2453143298625946	0.24497970938682556	0.010121344037344758	0.2679417	0.2209135	0.18143904209136963	1.862645149230957e-09	0.007510497234761715	0.015002699568867683	6.035895824432373	0.536865234375	-0.12738345563411713	-0.007249194197356701	41.133275270462036	0.7612438201904297	4.094705820083618	0.007466793060302734	7.43865966796875e-05	1.3504612445831299	6.226485113961792	0.12225899624869815	0.6576271757081639	0.0011991987330957831	1.1946803905928998e-05	0.21688982144275254	0.9979871389366163
mnist-LSH-ent-0-512-64	7	512	512	8	0.0	0.0	0.0	0.24692043662071228	0.26301562786102295	0.24692043662071228	0.00938559110248192	0.26444456	0.22168934	0.18269763886928558	-1.3969838619232178e-09	0.008598387241363525	0.016743894666433334	6.013047695159912	0.19287109375	-0.07526080310344696	-0.008355148136615753	46.39798593521118	0.42717504501342773	4.539567947387695	0.007224321365356445	7.2479248046875e-05	0.2556636333465576	5.241865019662476	0.08149295020208926	0.8660215267580466	0.0013781967559747695	1.3826996264688622e-05	0.04877341030101912	0.9976799110133945
mnist-LSH-ent-0-512-64	8	576	576	9	0.0	0.0	0.0	0.24680408835411072	0.2816835045814514	0.24680408835411072	0.009383778060526914	0.2727422	0.21783683	0.18274974822998047	-3.725290298461914e-09	0.006609858945012093	0.01524666603654623	6.002781867980957	0.448486328125	-0.11539185047149658	-0.006397594697773457	50.79576754570007	0.14481258392333984	3.2121007442474365	0.007238626480102539	6.866455078125e-05	0.9959943294525146	4.374824862344361	0.033101344277754324	0.7342238478836273	0.0016546094318901576	1.569538277343847e-05	0.2276649604937067	0.9966604574697518
mnist-LSH-ent-0-512-64	9	640	640	10	0.0	0.0	0.0	0.2481694221496582	0.2401582896709442	0.2481694221496582	0.008981193330261372	0.26651114	0.22482479	0.18372631072998047	1.1641532182693481e-09	0.005223602056503296	0.012603949755430222	5.988407135009766	0.82861328125	-0.15120984613895416	-0.005036315880715847	58.30004382133484	0.5836453437805176	4.54431414604187	0.007361888885498047	7.414817810058594e-05	2.3350133895874023	7.480932335717774	0.07801772795001741	0.6074529139028573	0.0009840870836845626	9.911622612406857e-06	0.3121286605466088	0.9985933011057805
